Date,Outcome,P,Team,Opponent,Strength,OppStrength
11/12/2013,W 86 - 65,0.908895934,UC Santa Barbara,UNLV,0.387279121,0.779985897
11/16/2013,L 64 - 71,0.307348004,UC Santa Barbara,Utah St.,0.387279121,0.328532742
11/21/2013,L 68 - 76,0.294666169,UC Santa Barbara,Colorado,0.387279121,1.215794637
11/29/2013,W 83 - 64,0.89304364,UC Santa Barbara,South Dakota St.,0.387279121,0
12/3/2013,L 76 - 89,0.216710183,UC Santa Barbara,UCLA,0.387279121,3.02926983
12/6/2013,W 72 - 65,0.688269302,UC Santa Barbara,California,0.387279121,1.0456217
12/15/2013,W 72 - 61,0.795039164,UC Santa Barbara,San Diego,0.387279121,0.289581338
12/19/2013,W 57 - 54,0.591104066,UC Santa Barbara,Troy,0.387279121,-0.258931053
12/20/2013,L 71 - 77 (1OT),0.3499627,UC Santa Barbara,Utah St.,0.387279121,0.328532742
12/21/2013,W 61 - 55,0.690880269,UC Santa Barbara,Western Ill.,0.387279121,-0.306183576
12/30/2013,W 86 - 70,0.845300261,UC Santa Barbara,Seattle,0.387279121,-0.207527971
1/11/2014,L 64 - 72,0.281984334,UC Santa Barbara,Cal Poly,0.387279121,-0.039270678
1/16/2014,W 64 - 51,0.86693398,UC Santa Barbara,Long Beach St.,0.387279121,0.044698332
1/18/2014,W 79 - 69,0.747109288,UC Santa Barbara,Cal St. Northridge,0.387279121,-0.133137175
1/23/2014,W 68 - 65 (1OT),0.569936591,UC Santa Barbara,UC Riverside,0.387279121,-0.246798649
1/25/2014,L 72 - 74,0.46997389,UC Santa Barbara,Cal St. Fullerton,0.387279121,-0.182624615
1/30/2014,W 80 - 60,0.912439388,UC Santa Barbara,UC Irvine,0.387279121,0.360140848
2/1/2014,W 82 - 67,0.841104066,UC Santa Barbara,UC Davis,0.387279121,-0.322785813
2/6/2014,W 75 - 64,0.783756061,UC Santa Barbara,Hawaii,0.387279121,0.224449483
2/13/2014,W 65 - 64,0.514826557,UC Santa Barbara,Long Beach St.,0.387279121,0.044698332
2/15/2014,L 78 - 80 (1OT),0.474076837,UC Santa Barbara,Cal St. Northridge,0.387279121,-0.133137175
2/20/2014,W 55 - 54,0.520048489,UC Santa Barbara,UC Riverside,0.387279121,-0.246798649
2/22/2014,W 80 - 65,0.846978739,UC Santa Barbara,Cal St. Fullerton,0.387279121,-0.182624615
2/27/2014,L 60 - 71,0.200298396,UC Santa Barbara,UC Irvine,0.387279121,0.360140848
3/1/2014,W 67 - 54,0.854158896,UC Santa Barbara,UC Davis,0.387279121,-0.322785813
3/6/2014,W 86 - 77,0.70384185,UC Santa Barbara,Hawaii,0.387279121,0.224449483
3/8/2014,W 71 - 55,0.889500186,UC Santa Barbara,Cal Poly,0.387279121,-0.039270678
3/13/2014,L 38 - 69,0.004755688,UC Santa Barbara,Cal Poly,0.387279121,-0.039270678
11/12/2013,L 80 - 86,0.36693398,Georgia St.,Vanderbilt,0.381532193,0.595764914
11/18/2013,W 96 - 70,0.929130921,Georgia St.,McNeese St.,0.381532193,-0.355032467
11/19/2013,L 58 - 75,0.108728087,Georgia St.,Alabama,0.381532193,0.832027527
11/25/2013,L 71 - 79,0.302592316,Georgia St.,Canisius,0.381532193,0.191564281
11/26/2013,L 85 - 90,0.400503543,Georgia St.,Elon,0.381532193,-0.107914545
11/30/2013,L 60 - 61,0.481816486,Georgia St.,FIU,0.381532193,-0.167299472
12/7/2013,L 65 - 75 (1OT),0.239369638,Georgia St.,Southern Miss.,0.381532193,0.702402364
12/14/2013,W 79 - 73,0.645934353,Georgia St.,Old Dominion,0.381532193,-0.052360903
12/20/2013,W 73 - 61,0.813409176,Georgia St.,Ga. Southern,0.381532193,-0.305864302
12/22/2013,W 99 - 68,0.959530026,Georgia St.,UTSA,0.381532193,-0.325978551
12/29/2013,W 89 - 82,0.650596792,Georgia St.,East Carolina,0.381532193,-0.07055951
1/2/2014,W 81 - 72,0.715031705,Georgia St.,Troy,0.381532193,-0.258931053
1/4/2014,W 73 - 63,0.766971279,Georgia St.,South Ala.,0.381532193,-0.204015959
1/9/2014,W 77 - 54,0.95001865,Georgia St.,Western Ky.,0.381532193,-0.008939666
1/16/2014,W 73 - 72,0.507366654,Georgia St.,Arkansas St.,0.381532193,-0.062258391
1/18/2014,W 99 - 73,0.923256248,Georgia St.,UALR,0.381532193,-0.210082161
1/23/2014,W 77 - 70,0.674188736,Georgia St.,La.-Lafayette,0.381532193,0.156763437
1/25/2014,W 66 - 58,0.736012682,Georgia St.,La.-Monroe,0.381532193,-0.252545577
2/1/2014,W 101 - 91 (1OT),0.693397986,Georgia St.,Texas-Arlington,0.381532193,-0.10248689
2/3/2014,W 85 - 65,0.90078329,Georgia St.,South Ala.,0.381532193,-0.204015959
2/6/2014,W 68 - 57,0.809772473,Georgia St.,UALR,0.381532193,-0.210082161
2/15/2014,L 81 - 85,0.420831779,Georgia St.,Troy,0.381532193,-0.258931053
2/17/2014,W 68 - 41,0.987597911,Georgia St.,Texas St.,0.381532193,-0.293412624
2/20/2014,W 75 - 60,0.861432301,Georgia St.,La.-Monroe,0.381532193,-0.252545577
2/22/2014,W 80 - 77,0.554457292,Georgia St.,La.-Lafayette,0.381532193,0.156763437
2/27/2014,W 77 - 49,0.977154047,Georgia St.,Texas-Arlington,0.381532193,-0.10248689
3/1/2014,W 66 - 55,0.815553898,Georgia St.,Texas St.,0.381532193,-0.293412624
3/4/2014,W 79 - 76 (1OT),0.555296531,Georgia St.,Arkansas St.,0.381532193,-0.062258391
3/8/2014,W 73 - 55,0.910574413,Georgia St.,Western Ky.,0.381532193,-0.008939666
3/15/2014,W 72 - 45,0.981163745,Georgia St.,Arkansas St.,0.381532193,-0.062258391
3/16/2014,L 81 - 82 (1OT),0.496736292,Georgia St.,La.-Lafayette,0.381532193,0.156763437
11/12/2013,W 64 - 57,0.712234241,Stephen F. Austin,Texas St.,0.381212919,-0.293412624
11/15/2013,L 62 - 72,0.22920552,Stephen F. Austin,Texas,0.381212919,1.72503635
11/21/2013,W 80 - 73 (1OT),0.669619545,Stephen F. Austin,Marshall,0.381212919,-0.101209795
11/23/2013,L 58 - 66,0.26305483,Stephen F. Austin,East Tenn. St.,0.381212919,-0.167618746
11/26/2013,W 98 - 78,0.867493473,Stephen F. Austin,Samford,0.381212919,-0.362695039
11/29/2013,W 60 - 55,0.659921671,Stephen F. Austin,UNC Wilmington,0.381212919,-0.276491112
12/1/2013,W 71 - 68,0.565180903,Stephen F. Austin,High Point,0.381212919,-0.267232172
12/6/2013,W 79 - 69,0.747109288,Stephen F. Austin,Towson,0.381212919,0.112384378
12/7/2013,W 70 - 57,0.844834017,Stephen F. Austin,James Madison,0.381212919,-0.242328815
12/15/2013,W 87 - 53,0.985732935,Stephen F. Austin,North Texas,0.381212919,-0.073432974
12/30/2013,W 74 - 67,0.683513614,Stephen F. Austin,Cal St. Northridge,0.381212919,-0.133137175
1/2/2014,W 85 - 65,0.90078329,Stephen F. Austin,Lamar,0.381212919,-0.395260966
1/4/2014,W 73 - 56,0.897333085,Stephen F. Austin,Sam Houston St.,0.381212919,-0.180070424
1/9/2014,W 77 - 50,0.974263335,Stephen F. Austin,Houston Baptist,0.381212919,-0.408031918
1/11/2014,W 80 - 70,0.742819843,Stephen F. Austin,A&M-Corpus Chris,0.381212919,-0.243286637
1/16/2014,W 74 - 58,0.880268557,Stephen F. Austin,Northwestern St.,0.381212919,-0.08396901
1/23/2014,W 72 - 69,0.563595673,Stephen F. Austin,Oral Roberts,0.381212919,-0.011813131
1/25/2014,W 66 - 49,0.91999254,Stephen F. Austin,Central Ark.,0.381212919,-0.418567954
1/30/2014,W 64 - 48,0.912439388,Stephen F. Austin,Abilene Christian,0.381212919,-0.46613975
2/1/2014,W 76 - 74,0.527788139,Stephen F. Austin,Incarnate Word,0.381212919,-0.366845598
2/6/2014,W 93 - 64,0.959157031,Stephen F. Austin,Nicholls St.,0.381212919,-0.365568503
2/8/2014,W 74 - 54,0.928757926,Stephen F. Austin,McNeese St.,0.381212919,-0.355032467
2/13/2014,W 78 - 69,0.72463633,Stephen F. Austin,Lamar,0.381212919,-0.395260966
2/15/2014,W 67 - 60,0.70309586,Stephen F. Austin,Sam Houston St.,0.381212919,-0.180070424
2/22/2014,W 70 - 68,0.532916822,Stephen F. Austin,Northwestern St.,0.381212919,-0.08396901
2/27/2014,W 103 - 63,0.98535994,Stephen F. Austin,New Orleans,0.381212919,-0.382809288
3/1/2014,W 75 - 62,0.826650504,Stephen F. Austin,Southeastern La.,0.381212919,-0.364929955
3/6/2014,W 83 - 72,0.758392391,Stephen F. Austin,Oral Roberts,0.381212919,-0.011813131
3/8/2014,W 85 - 61,0.939015293,Stephen F. Austin,Central Ark.,0.381212919,-0.418567954
3/14/2014,W 85 - 78,0.65926893,Stephen F. Austin,Northwestern St.,0.381212919,-0.08396901
3/15/2014,W 68 - 49,0.936497576,Stephen F. Austin,Sam Houston St.,0.381212919,-0.180070424
11/9/2013,W 73 - 69,0.596605744,Cleveland St.,Iona,0.365568503,0.428146168
11/13/2013,L 82 - 91,0.306602014,Cleveland St.,San Francisco,0.365568503,0.499024952
11/15/2013,W 83 - 73,0.734986945,Cleveland St.,Texas-Arlington,0.365568503,-0.10248689
11/18/2013,L 69 - 81,0.212700485,Cleveland St.,Eastern Mich.,0.365568503,0.26372016
11/23/2013,W 87 - 74,0.788791496,Cleveland St.,Robert Morris,0.365568503,-0.059704201
11/25/2013,L 61 - 68,0.299328609,Cleveland St.,Kentucky,0.365568503,2.85877762
11/30/2013,W 78 - 55,0.947221186,Cleveland St.,Ball St.,0.365568503,-0.298840278
12/4/2013,L 82 - 85 (3OT),0.449272659,Cleveland St.,Drexel,0.365568503,0.273617648
12/7/2013,L 61 - 73,0.185658336,Cleveland St.,Akron,0.365568503,0.223810935
12/16/2013,W 66 - 55,0.815553898,Cleveland St.,Western Caro.,0.365568503,-0.196034114
12/21/2013,L 67 - 71,0.398638568,Cleveland St.,Toledo,0.365568503,0.417929406
12/28/2013,W 78 - 70,0.698899664,Cleveland St.,Kent St.,0.365568503,0.000319274
1/2/2014,L 55 - 66,0.180529653,Cleveland St.,Green Bay,0.365568503,0.788925564
1/4/2014,W 77 - 49,0.977154047,Cleveland St.,Milwaukee,0.365568503,0.144311758
1/8/2014,W 73 - 63,0.766971279,Cleveland St.,Detroit,0.365568503,-0.042144142
1/13/2014,L 66 - 67,0.486385677,Cleveland St.,Youngstown St.,0.365568503,-0.004469833
1/16/2014,W 86 - 76,0.726874301,Cleveland St.,Oakland,0.365568503,0.003192738
1/19/2014,L 46 - 49,0.387262216,Cleveland St.,Wright St.,0.365568503,0.176877686
1/22/2014,W 74 - 64,0.763800821,Cleveland St.,Ill.-Chicago,0.365568503,-0.208485792
1/25/2014,W 69 - 50,0.932860873,Cleveland St.,Valparaiso,0.365568503,0.072794427
1/28/2014,W 82 - 68,0.823293547,Cleveland St.,Eastern Ill.,0.365568503,-0.364610681
1/31/2014,W 86 - 78,0.679503916,Cleveland St.,Detroit,0.365568503,-0.042144142
2/6/2014,W 92 - 85,0.64696009,Cleveland St.,Oakland,0.365568503,0.003192738
2/8/2014,W 72 - 68,0.598377471,Cleveland St.,Wright St.,0.365568503,0.176877686
2/13/2014,W 73 - 53,0.931648639,Cleveland St.,Ill.-Chicago,0.365568503,-0.208485792
2/15/2014,L 54 - 68,0.130268557,Cleveland St.,Green Bay,0.365568503,0.788925564
2/22/2014,W 74 - 50,0.965031705,Cleveland St.,Milwaukee,0.365568503,0.144311758
2/25/2014,W 70 - 69 (1OT),0.510537113,Cleveland St.,Youngstown St.,0.365568503,-0.004469833
3/1/2014,W 63 - 52,0.829727714,Cleveland St.,Valparaiso,0.365568503,0.072794427
3/8/2014,L 63 - 68,0.35844834,Cleveland St.,Wright St.,0.365568503,0.176877686
11/10/2013,W 78 - 75,0.557068258,Middle Tenn.,Southern U.,0.361737217,-0.193479924
11/13/2013,W 77 - 70,0.674188736,Middle Tenn.,North Florida,0.361737217,-0.188371543
11/16/2013,W 80 - 73,0.669619545,Middle Tenn.,Akron,0.361737217,0.223810935
11/18/2013,W 76 - 59,0.888008206,Middle Tenn.,UALR,0.361737217,-0.210082161
11/21/2013,L 59 - 79,0.083177919,Middle Tenn.,Florida,0.361737217,4.828377702
11/26/2013,W 80 - 62,0.889127191,Middle Tenn.,Murray St.,0.361737217,-0.094824319
11/30/2013,W 65 - 55,0.796251399,Middle Tenn.,South Ala.,0.361737217,-0.204015959
12/3/2013,L 58 - 70,0.175027975,Middle Tenn.,Belmont,0.361737217,0.26372016
12/14/2013,L 63 - 72,0.254289444,Middle Tenn.,Ole Miss,0.361737217,0.857569431
12/21/2013,L 48 - 69,0.046251399,Middle Tenn.,Cincinnati,0.361737217,2.532160521
12/29/2013,L 85 - 89 (1OT),0.426053711,Middle Tenn.,Maine,0.361737217,-0.408351192
12/30/2013,W 79 - 56,0.945262962,Middle Tenn.,Grand Canyon,0.361737217,-0.263400886
1/7/2014,W 74 - 66,0.709716524,Middle Tenn.,Tennessee St.,0.361737217,-0.267551446
1/11/2014,W 89 - 84 (1OT),0.599496457,Middle Tenn.,UAB,0.361737217,0.305225754
1/16/2014,L 54 - 63,0.220626632,Middle Tenn.,UTEP,0.361737217,0.673029174
1/18/2014,W 80 - 58,0.932208131,Middle Tenn.,UTSA,0.361737217,-0.325978551
1/23/2014,L 53 - 58,0.332525177,Middle Tenn.,Tulsa,0.361737217,0.581397593
1/25/2014,W 70 - 63,0.693677732,Middle Tenn.,North Texas,0.361737217,-0.073432974
1/30/2014,W 84 - 67,0.864696009,Middle Tenn.,East Carolina,0.361737217,-0.07055951
2/1/2014,W 64 - 48,0.912439388,Middle Tenn.,Old Dominion,0.361737217,-0.052360903
2/6/2014,W 67 - 63,0.607888847,Middle Tenn.,Fla. Atlantic,0.361737217,-0.060981296
2/8/2014,W 70 - 68,0.532916822,Middle Tenn.,FIU,0.361737217,-0.167299472
2/13/2014,W 71 - 44,0.983401716,Middle Tenn.,Tulane,0.361737217,-0.231154232
2/15/2014,W 81 - 64,0.873181649,Middle Tenn.,Southern Miss.,0.361737217,0.702402364
2/20/2014,W 71 - 49,0.957571802,Middle Tenn.,Charlotte,0.361737217,0.204015959
2/22/2014,W 56 - 53,0.594461022,Middle Tenn.,Marshall,0.361737217,-0.101209795
2/27/2014,L 39 - 55,0.054737038,Middle Tenn.,Louisiana Tech,0.361737217,1.141403841
3/1/2014,W 65 - 41,0.979858262,Middle Tenn.,Rice,0.361737217,-0.29564754
3/6/2014,W 55 - 53,0.552032824,Middle Tenn.,UAB,0.361737217,0.305225754
3/13/2014,W 62 - 48,0.890152928,Middle Tenn.,Old Dominion,0.361737217,-0.052360903
3/14/2014,L 69 - 76,0.321242074,Middle Tenn.,Tulsa,0.361737217,0.581397593
11/8/2013,L 97 - 98 (1OT),0.499533756,UC Irvine,Fresno St.,0.360140848,0.214551995
11/12/2013,L 79 - 84,0.392111153,UC Irvine,Pacific,0.360140848,0.09322795
11/14/2013,W 86 - 72,0.812476688,UC Irvine,Washington,0.360140848,0.704956554
11/22/2013,W 84 - 64,0.902834763,UC Irvine,LIU Brooklyn,0.360140848,-0.323424361
11/23/2013,L 68 - 74,0.34306229,UC Irvine,Boston U.,0.360140848,0.242009542
11/24/2013,W 81 - 58,0.940414025,UC Irvine,Eastern Wash.,0.360140848,-0.215509816
11/30/2013,W 79 - 53,0.966616934,UC Irvine,Sacramento St.,0.360140848,-0.313207599
12/2/2013,L 56 - 73,0.101454681,UC Irvine,California,0.360140848,1.0456217
12/7/2013,L 69 - 75,0.345113764,UC Irvine,Pepperdine,0.360140848,0.116534938
12/15/2013,W 70 - 61,0.750839239,UC Irvine,Eastern Wash.,0.360140848,-0.215509816
12/17/2013,L 63 - 91,0.044106677,UC Irvine,Oregon,0.360140848,2.244494825
12/21/2013,W 63 - 50,0.869824692,UC Irvine,Denver,0.360140848,0.145588854
12/28/2013,L 61 - 74,0.167288325,UC Irvine,Arizona St.,0.360140848,1.446629595
1/2/2014,W 75 - 63,0.807348004,UC Irvine,Morgan St.,0.360140848,-0.216148364
1/9/2014,W 46 - 44,0.568537859,UC Irvine,Long Beach St.,0.360140848,0.044698332
1/11/2014,W 72 - 52,0.935005595,UC Irvine,UC Riverside,0.360140848,-0.246798649
1/16/2014,W 72 - 54,0.912439388,UC Irvine,Cal St. Fullerton,0.360140848,-0.182624615
1/23/2014,W 72 - 66,0.659921671,UC Irvine,Cal St. Northridge,0.360140848,-0.133137175
1/25/2014,L 86 - 90 (1OT),0.428198433,UC Irvine,Hawaii,0.360140848,0.224449483
1/30/2014,L 60 - 80,0.084576651,UC Irvine,UC Santa Barbara,0.360140848,0.387279121
2/1/2014,W 64 - 50,0.882879523,UC Irvine,Cal Poly,0.360140848,-0.039270678
2/6/2014,W 61 - 58,0.583737411,UC Irvine,Long Beach St.,0.360140848,0.044698332
2/8/2014,W 61 - 59,0.545225662,UC Irvine,UC Davis,0.360140848,-0.322785813
2/15/2014,W 70 - 52,0.919619545,UC Irvine,UC Riverside,0.360140848,-0.246798649
2/20/2014,W 60 - 56 (1OT),0.623368146,UC Irvine,Hawaii,0.360140848,0.224449483
2/22/2014,L 75 - 81,0.357609101,UC Irvine,Cal St. Northridge,0.360140848,-0.133137175
2/27/2014,W 71 - 60,0.798582618,UC Irvine,UC Santa Barbara,0.360140848,0.387279121
3/1/2014,W 55 - 48,0.749533756,UC Irvine,Cal Poly,0.360140848,-0.039270678
3/6/2014,W 62 - 44,0.944703469,UC Irvine,Cal St. Fullerton,0.360140848,-0.182624615
3/8/2014,W 74 - 46,0.982842223,UC Irvine,UC Davis,0.360140848,-0.322785813
3/13/2014,W 63 - 43,0.96232749,UC Irvine,UC Riverside,0.360140848,-0.246798649
3/14/2014,L 58 - 61,0.415423349,UC Irvine,Cal Poly,0.360140848,-0.039270678
11/9/2013,L 90 - 99 (2OT),0.322827303,La Salle,Manhattan,0.341942242,0.560644796
11/12/2013,W 73 - 67,0.658336442,La Salle,Quinnipiac,0.341942242,0.0865232
11/16/2013,W 78 - 74,0.58923909,La Salle,Siena,0.341942242,-0.021710619
11/19/2013,L 72 - 79,0.327862738,La Salle,Penn St.,0.341942242,0.806804897
11/22/2013,W 78 - 59,0.908616188,La Salle,Morgan St.,0.341942242,-0.216148364
11/24/2013,L 63 - 71,0.279186871,La Salle,Providence,0.341942242,1.528363688
11/25/2013,L 50 - 65,0.104158896,La Salle,UNI,0.341942242,0.440597846
12/4/2013,W 75 - 62,0.826650504,La Salle,Hartford,0.341942242,-0.207208697
12/7/2013,W 65 - 57,0.739929131,La Salle,Stony Brook,0.341942242,0.019156428
12/15/2013,L 52 - 73,0.056788512,La Salle,Villanova,0.341942242,3.349182179
12/19/2013,W 80 - 54,0.965311451,La Salle,Wagner,0.341942242,-0.112384378
12/22/2013,L 58 - 71,0.157217456,La Salle,Miami (FL),0.341942242,0.871936752
1/4/2014,W 76 - 57,0.912439388,La Salle,Penn,0.341942242,-0.257973232
1/9/2014,W 76 - 72,0.591104066,La Salle,George Washington,0.341942242,1.324667003
1/12/2014,W 75 - 56,0.916822081,La Salle,Duquesne,0.341942242,0.127709521
1/15/2014,W 72 - 62,0.769768743,La Salle,Rhode Island,0.341942242,0.328213468
1/18/2014,W 74 - 68,0.655632227,La Salle,Temple,0.341942242,0.275214017
1/22/2014,L 51 - 66,0.108355091,La Salle,St. Bonaventure,0.341942242,0.664728055
1/25/2014,L 89 - 97 (2OT),0.340078329,La Salle,VCU,0.341942242,2.369330882
1/29/2014,L 47 - 69,0.036740022,La Salle,George Washington,0.341942242,1.324667003
2/1/2014,W 71 - 63,0.719414398,La Salle,Duquesne,0.341942242,0.127709521
2/5/2014,L 67 - 79,0.205427079,La Salle,Massachusetts,0.341942242,1.414702215
2/8/2014,L 63 - 65,0.459063782,La Salle,Saint Louis,0.341942242,1.519104748
2/15/2014,L 64 - 75,0.214938456,La Salle,Saint Joseph's,0.341942242,1.176204685
2/19/2014,L 53 - 65,0.155725476,La Salle,Dayton,0.341942242,1.198553851
2/22/2014,L 49 - 62,0.126818351,La Salle,Richmond,0.341942242,0.594168545
2/26/2014,W 75 - 67,0.706266319,La Salle,St. Bonaventure,0.341942242,0.664728055
3/1/2014,W 64 - 62,0.541029467,La Salle,Fordham,0.341942242,-0.059384927
3/6/2014,L 57 - 59,0.452163372,La Salle,George Mason,0.341942242,0.33172548
3/9/2014,W 71 - 63,0.719414398,La Salle,Saint Joseph's,0.341942242,1.176204685
3/13/2014,L 72 - 82,0.260723611,La Salle,St. Bonaventure,0.341942242,0.664728055
11/9/2013,W 75 - 64,0.783756061,Ohio,UNI,0.333641123,0.440597846
11/12/2013,L 69 - 79,0.251585229,Ohio,Ohio St.,0.333641123,3.000535188
11/17/2013,W 76 - 72,0.591104066,Ohio,Valparaiso,0.333641123,0.072794427
11/20/2013,W 65 - 62,0.576091011,Ohio,Morgan St.,0.333641123,-0.216148364
11/26/2013,W 76 - 67,0.730231257,Ohio,Mercer,0.333641123,0.332364028
11/30/2013,W 81 - 59,0.929690414,Ohio,Evansville,0.333641123,-0.005427655
12/7/2013,L 56 - 73,0.101454681,Ohio,Oakland,0.333641123,0.003192738
12/14/2013,W 72 - 47,0.972584856,Ohio,Alabama A&M,0.333641123,-0.374508169
12/18/2013,L 71 - 83,0.219041402,Ohio,Massachusetts,0.333641123,1.414702215
12/22/2013,W 70 - 69 (1OT),0.510537113,Ohio,Richmond,0.333641123,0.594168545
12/30/2013,W 78 - 43,0.994964565,Ohio,Longwood,0.333641123,-0.427826894
1/4/2014,W 79 - 70,0.722118612,Ohio,UNC Asheville,0.333641123,-0.222853114
1/8/2014,W 59 - 53,0.698246923,Ohio,Kent St.,0.333641123,0.000319274
1/12/2014,L 80 - 83 (2OT),0.447967176,Ohio,Akron,0.333641123,0.223810935
1/15/2014,W 71 - 51,0.938269302,Ohio,Ball St.,0.333641123,-0.298840278
1/18/2014,W 65 - 46,0.946008952,Ohio,Northern Ill.,0.333641123,-0.088438843
1/22/2014,L 56 - 58,0.450578142,Ohio,Bowling Green,0.333641123,-0.103444712
1/25/2014,W 58 - 56,0.548302872,Ohio,Eastern Mich.,0.333641123,0.26372016
1/29/2014,W 71 - 67,0.599589705,Ohio,Central Mich.,0.333641123,-0.297882457
2/1/2014,W 95 - 90 (1OT),0.591104066,Ohio,Toledo,0.333641123,0.417929406
2/5/2014,L 74 - 90,0.164677359,Ohio,Western Mich.,0.333641123,0.236262613
2/8/2014,W 82 - 75,0.664677359,Ohio,Miami (OH),0.333641123,-0.13186008
2/12/2014,L 76 - 82,0.359660574,Ohio,Toledo,0.333641123,0.417929406
2/15/2014,W 73 - 70,0.562196941,Ohio,Buffalo,0.333641123,0.253503398
2/19/2014,L 63 - 73,0.23228273,Ohio,Western Mich.,0.333641123,0.236262613
2/22/2014,W 66 - 50,0.907403954,Ohio,Akron,0.333641123,0.223810935
2/26/2014,L 64 - 69,0.360313316,Ohio,Buffalo,0.333641123,0.253503398
3/1/2014,L 61 - 75,0.15311451,Ohio,Kent St.,0.333641123,0.000319274
3/4/2014,W 72 - 61,0.795039164,Ohio,Bowling Green,0.333641123,-0.103444712
3/8/2014,W 82 - 76 (1OT),0.639779933,Ohio,Miami (OH),0.333641123,-0.13186008
3/10/2014,W 76 - 64,0.802872063,Ohio,Ball St.,0.333641123,-0.298840278
3/12/2014,W 63 - 55,0.749347258,Ohio,Miami (OH),0.333641123,-0.13186008
3/13/2014,L 77 - 83,0.362178292,Ohio,Akron,0.333641123,0.223810935
11/8/2013,L 73 - 76,0.440041029,Mercer,Texas,0.332364028,1.72503635
11/16/2013,W 77 - 74 (2OT),0.558000746,Mercer,Seton Hall,0.332364028,1.054561367
11/18/2013,L 76 - 89,0.216710183,Mercer,Evansville,0.332364028,-0.005427655
11/23/2013,W 81 - 54,0.967362924,Mercer,Yale,0.332364028,-0.07726426
11/26/2013,L 67 - 76,0.268743006,Mercer,Ohio,0.332364028,0.333641123
11/29/2013,W 117 - 108 (3OT),0.647146587,Mercer,Valparaiso,0.332364028,0.072794427
12/2/2013,L 82 - 96,0.217083178,Mercer,Oklahoma,0.332364028,2.108164912
12/7/2013,W 64 - 63 (1OT),0.515665796,Mercer,Denver,0.332364028,0.145588854
12/16/2013,W 70 - 44,0.980138008,Mercer,Alcorn,0.332364028,-0.416013764
12/22/2013,W 79 - 76,0.555296531,Mercer,Ole Miss,0.332364028,0.857569431
12/30/2013,W 86 - 49,0.992633346,Mercer,Jacksonville,0.332364028,-0.327255647
1/1/2014,L 83 - 89,0.374207385,Mercer,North Florida,0.332364028,-0.188371543
1/4/2014,W 62 - 60 (1OT),0.544293174,Mercer,USC Upstate,0.332364028,0.074390796
1/6/2014,W 73 - 63,0.766971279,Mercer,East Tenn. St.,0.332364028,-0.167618746
1/10/2014,W 83 - 46,0.994498322,Mercer,Kennesaw St.,0.332364028,-0.402604264
1/16/2014,W 74 - 58,0.880268557,Mercer,Northern Ky.,0.332364028,-0.316400337
1/18/2014,W 87 - 66,0.906471466,Mercer,Lipscomb,0.332364028,-0.246160101
1/23/2014,W 68 - 55,0.851734427,Mercer,FGCU,0.332364028,-0.076944986
1/25/2014,W 87 - 49,0.993472585,Mercer,Stetson,0.332364028,-0.374508169
1/31/2014,W 90 - 77,0.779466617,Mercer,East Tenn. St.,0.332364028,-0.167618746
2/2/2014,L 61 - 80,0.097165237,Mercer,USC Upstate,0.332364028,0.074390796
2/7/2014,W 75 - 68,0.67997016,Mercer,Kennesaw St.,0.332364028,-0.402604264
2/14/2014,W 79 - 48,0.986385677,Mercer,Lipscomb,0.332364028,-0.246160101
2/16/2014,W 89 - 67,0.911879896,Mercer,Northern Ky.,0.332364028,-0.316400337
2/21/2014,L 61 - 75,0.15311451,Mercer,FGCU,0.332364028,-0.076944986
2/23/2014,W 73 - 52,0.943024991,Mercer,Stetson,0.332364028,-0.374508169
2/27/2014,L 76 - 79 (1OT),0.442931742,Mercer,North Florida,0.332364028,-0.188371543
3/1/2014,W 69 - 55,0.866467736,Mercer,Jacksonville,0.332364028,-0.327255647
3/4/2014,W 85 - 64,0.911693398,Mercer,Jacksonville,0.332364028,-0.327255647
3/6/2014,W 78 - 75 (2OT),0.557068258,Mercer,USC Upstate,0.332364028,0.074390796
3/9/2014,W 68 - 60,0.728925774,Mercer,FGCU,0.332364028,-0.076944986
11/8/2013,L 61 - 74,0.167288325,N.C. Central,Cincinnati,0.332364028,2.532160521
11/18/2013,W 62 - 43,0.954774338,N.C. Central,Campbell,0.332364028,-0.364610681
11/20/2013,W 82 - 72 (1OT),0.738064155,N.C. Central,North Carolina St.,0.332364028,1.286992694
11/22/2013,W 76 - 70 (1OT),0.651063036,N.C. Central,Appalachian St.,0.332364028,-0.414736668
12/3/2013,W 76 - 69 (1OT),0.677638941,N.C. Central,Old Dominion,0.332364028,-0.052360903
12/7/2013,L 65 - 71,0.336348377,N.C. Central,IUPUI,0.332364028,-0.339068777
12/18/2013,W 72 - 66,0.659921671,N.C. Central,Winthrop,0.332364028,-0.219341102
12/22/2013,L 66 - 77,0.220626632,N.C. Central,Wichita St.,0.332364028,3.848526405
12/31/2013,L 56 - 70,0.135770235,N.C. Central,Maryland,0.332364028,1.443117583
1/7/2014,W 74 - 61,0.831592689,N.C. Central,Hampton,0.332364028,-0.212636352
1/11/2014,L 60 - 63,0.418966803,N.C. Central,Florida A&M,0.332364028,-0.320550897
1/13/2014,W 64 - 49,0.899291309,N.C. Central,Bethune-Cookman,0.332364028,-0.425591978
1/16/2014,W 71 - 55,0.889500186,N.C. Central,NJIT,0.332364028,-0.383447836
