Date,Outcome,P,Team,Opponent,Strength,OppStrength
11/8/2013,W 73 - 62,0.790842969,Arizona,Cal Poly,4.999827734,-0.039270678
11/11/2013,W 91 - 57,0.980977247,Arizona,Long Beach St.,4.999827734,0.044698332
11/14/2013,W 69 - 60,0.754102947,Arizona,San Diego St.,4.999827734,1.999931093
11/18/2013,W 100 - 50,0.998228273,Arizona,Fairleigh Dickinson,4.999827734,-0.30235229
11/19/2013,W 87 - 59,0.964099217,Arizona,Rhode Island,4.999827734,0.328213468
11/27/2013,W 66 - 62,0.610593062,Arizona,Drexel,4.999827734,0.273617648
11/29/2013,W 72 - 66,0.659921671,Arizona,Duke,4.999827734,3.832243441
12/3/2013,W 79 - 58,0.925494219,Arizona,Texas Tech,4.999827734,0.789564111
12/7/2013,W 63 - 58,0.652555017,Arizona,UNLV,4.999827734,0.779985897
12/11/2013,W 74 - 48,0.974449832,Arizona,New Mexico St.,4.999827734,0.639186151
12/14/2013,W 72 - 70,0.530585602,Arizona,Michigan,4.999827734,2.668490434
12/19/2013,W 69 - 43,0.982655725,Arizona,Southern U.,4.999827734,-0.193479924
12/23/2013,W 77 - 44,0.992167102,Arizona,Northern Ariz.,4.999827734,-0.238816804
1/2/2014,W 60 - 25,0.999627005,Arizona,Washington St.,4.999827734,0.166341651
1/4/2014,W 71 - 62,0.748414771,Arizona,Washington,4.999827734,0.704956554
1/9/2014,W 79 - 75,0.587094368,Arizona,UCLA,4.999827734,3.02926983
1/12/2014,W 73 - 53,0.931648639,Arizona,Southern California,4.999827734,0.212955626
1/16/2014,W 91 - 68,0.915609847,Arizona,Arizona St.,4.999827734,1.446629595
1/23/2014,W 69 - 57,0.828235733,Arizona,Colorado,4.999827734,1.215794637
1/26/2014,W 65 - 56,0.768929504,Arizona,Utah,4.999827734,1.546243021
1/29/2014,W 60 - 57,0.585136143,Arizona,Stanford,4.999827734,1.54783939
2/1/2014,L 58 - 60,0.452909362,Arizona,California,4.999827734,1.0456217
2/6/2014,W 67 - 65,0.537486013,Arizona,Oregon,4.999827734,2.244494825
2/9/2014,W 76 - 54,0.943957479,Arizona,Oregon St.,4.999827734,0.818298754
2/14/2014,L 66 - 69 (2OT),0.430156658,Arizona,Arizona St.,4.999827734,1.446629595
2/19/2014,W 67 - 63 (1OT),0.607888847,Arizona,Utah,4.999827734,1.546243021
2/22/2014,W 88 - 61,0.955147333,Arizona,Colorado,4.999827734,1.215794637
2/26/2014,W 87 - 59,0.964099217,Arizona,California,4.999827734,1.0456217
3/2/2014,W 79 - 66,0.814341664,Arizona,Stanford,4.999827734,1.54783939
3/5/2014,W 74 - 69,0.625792615,Arizona,Oregon St.,4.999827734,0.818298754
3/8/2014,L 57 - 64,0.287206266,Arizona,Oregon,4.999827734,2.244494825
3/13/2014,W 71 - 39,0.995244312,Arizona,Utah,4.999827734,1.546243021
3/14/2014,W 63 - 43,0.96232749,Arizona,Colorado,4.999827734,1.215794637
3/15/2014,L 71 - 75,0.405538978,Arizona,UCLA,4.999827734,3.02926983
11/8/2013,W 77 - 69,0.701697128,Florida,North Florida,4.828377702,-0.188371543
11/12/2013,L 53 - 59,0.301286833,Florida,Wisconsin,4.828377702,3.498602318
11/16/2013,W 86 - 56,0.973517344,Florida,UALR,4.828377702,-0.210082161
11/18/2013,W 67 - 53,0.871969414,Florida,Southern U.,4.828377702,-0.193479924
11/21/2013,W 79 - 59,0.916076091,Florida,Middle Tenn.,4.828377702,0.361737217
11/25/2013,W 86 - 60,0.952256621,Florida,Jacksonville,4.828377702,-0.327255647
11/29/2013,W 67 - 66,0.51230884,Florida,Florida St.,4.828377702,1.513677094
12/2/2013,L 64 - 65,0.484334204,Florida,UConn,4.828377702,2.139134471
12/10/2013,W 67 - 61,0.672696755,Florida,Kansas,4.828377702,3.482000081
12/17/2013,W 77 - 75,0.527135397,Florida,Memphis,4.828377702,1.692789696
12/21/2013,W 66 - 49,0.91999254,Florida,Fresno St.,4.828377702,0.214551995
12/29/2013,W 76 - 34,0.999347258,Florida,Savannah St.,4.828377702,-0.337472408
1/4/2014,W 67 - 58,0.76156285,Florida,Richmond,4.828377702,0.594168545
1/8/2014,W 74 - 58,0.880268557,Florida,South Carolina,4.828377702,0.485296178
1/11/2014,W 84 - 82 (1OT),0.523218948,Florida,Arkansas,4.828377702,1.629573484
1/14/2014,W 72 - 50,0.95384185,Florida,Georgia,4.828377702,0.768811314
1/18/2014,W 68 - 61,0.699832152,Florida,Auburn,4.828377702,0.449856787
1/23/2014,W 68 - 62,0.670925028,Florida,Alabama,4.828377702,0.832027527
1/25/2014,W 67 - 41,0.985173443,Florida,Tennessee,4.828377702,2.383059655
1/30/2014,W 62 - 51,0.834763148,Florida,Mississippi St.,4.828377702,0.065770403
2/1/2014,W 69 - 36,0.997482283,Florida,Texas A&M,4.828377702,0.657384758
2/4/2014,W 68 - 58,0.785154793,Florida,Missouri,4.828377702,1.28156504
2/8/2014,W 78 - 69,0.72463633,Florida,Alabama,4.828377702,0.832027527
2/11/2014,W 67 - 58,0.76156285,Florida,Tennessee,4.828377702,2.383059655
2/15/2014,W 69 - 59,0.78151809,Florida,Kentucky,4.828377702,2.85877762
2/19/2014,W 71 - 66,0.633439015,Florida,Auburn,4.828377702,0.449856787
2/22/2014,W 75 - 71,0.593155539,Florida,Ole Miss,4.828377702,0.857569431
2/25/2014,W 57 - 54,0.591104066,Florida,Vanderbilt,4.828377702,0.595764914
3/1/2014,W 79 - 61,0.891644909,Florida,LSU,4.828377702,1.109157187
3/4/2014,W 72 - 46,0.976687803,Florida,South Carolina,4.828377702,0.485296178
3/8/2014,W 84 - 65,0.890432674,Florida,Kentucky,4.828377702,2.85877762
3/14/2014,W 72 - 49,0.963446475,Florida,Missouri,4.828377702,1.28156504
3/15/2014,W 56 - 49,0.742819843,Florida,Tennessee,4.828377702,2.383059655
3/16/2014,W 61 - 60,0.517530772,Florida,Kentucky,4.828377702,2.85877762
11/9/2013,W 70 - 48,0.960276016,Louisville,Col. of Charleston,4.670656444,-0.094505045
11/12/2013,W 97 - 69,0.943397986,Louisville,Hofstra,4.670656444,-0.190287186
11/15/2013,W 99 - 54,0.995710556,Louisville,Cornell,4.670656444,-0.420164323
11/19/2013,W 87 - 48,0.994871317,Louisville,Hartford,4.670656444,-0.207208697
11/23/2013,W 71 - 57,0.858541589,Louisville,Fairfield,4.670656444,-0.200823221
11/24/2013,L 84 - 93,0.311730698,Louisville,North Carolina,4.670656444,2.403173905
11/29/2013,W 69 - 38,0.995057814,Louisville,Southern Miss.,4.670656444,0.702402364
12/4/2013,W 90 - 62,0.958317792,Louisville,UMKC,4.670656444,-0.264358708
12/7/2013,W 113 - 74,0.971838866,Louisville,La.-Lafayette,4.670656444,0.156763437
12/14/2013,W 79 - 63,0.865162253,Louisville,Western Ky.,4.670656444,-0.008939666
12/17/2013,W 90 - 60,0.967362924,Louisville,Missouri St.,4.670656444,0.204654507
12/21/2013,W 85 - 56,0.96997389,Louisville,FIU,4.670656444,-0.167299472
12/28/2013,L 66 - 73,0.313036181,Louisville,Kentucky,4.670656444,2.85877762
12/31/2013,W 90 - 65,0.935005595,Louisville,UCF,4.670656444,0.050125987
1/4/2014,W 83 - 76,0.662159642,Louisville,Rutgers,4.670656444,0.197949757
1/9/2014,L 67 - 73,0.34073107,Louisville,Memphis,4.670656444,1.692789696
1/12/2014,W 71 - 63,0.719414398,Louisville,SMU,4.670656444,1.961298963
1/16/2014,W 91 - 52,0.992167102,Louisville,Houston,4.670656444,0.460073548
1/18/2014,W 76 - 64,0.802872063,Louisville,UConn,4.670656444,2.139134471
1/22/2014,W 86 - 47,0.995524058,Louisville,South Fla.,4.670656444,0.115577116
1/30/2014,L 66 - 69,0.430156658,Louisville,Cincinnati,4.670656444,2.532160521
2/1/2014,W 87 - 70,0.857142857,Louisville,UCF,4.670656444,0.050125987
2/5/2014,W 77 - 62,0.855650877,Louisville,Houston,4.670656444,0.460073548
2/14/2014,W 82 - 58,0.946102201,Louisville,Temple,4.670656444,0.275214017
2/16/2014,W 102 - 54,0.997202536,Louisville,Rutgers,4.670656444,0.197949757
2/18/2014,W 80 - 54,0.965311451,Louisville,South Fla.,4.670656444,0.115577116
2/22/2014,W 58 - 57,0.518929504,Louisville,Cincinnati,4.670656444,2.532160521
2/27/2014,W 88 - 66,0.912439388,Louisville,Temple,4.670656444,0.275214017
3/1/2014,L 66 - 72,0.337840358,Louisville,Memphis,4.670656444,1.692789696
3/5/2014,W 84 - 71,0.797650131,Louisville,SMU,4.670656444,1.961298963
3/8/2014,W 81 - 48,0.989462887,Louisville,UConn,4.670656444,2.139134471
3/13/2014,W 92 - 31,0.999906751,Louisville,Rutgers,4.670656444,0.197949757
3/14/2014,W 94 - 65,0.955986572,Louisville,Houston,4.670656444,0.460073548
3/15/2014,W 71 - 61,0.773125699,Louisville,UConn,4.670656444,2.139134471
11/8/2013,W 61 - 41,0.96615069,Virginia,James Madison,4.390972594,-0.242328815
11/12/2013,L 56 - 59,0.410947408,Virginia,VCU,4.390972594,2.369330882
11/16/2013,W 70 - 57,0.844834017,Virginia,Davidson,4.390972594,0.119727676
11/19/2013,W 67 - 42,0.980324506,Virginia,Navy,4.390972594,-0.371953979
11/23/2013,W 75 - 53,0.946568445,Virginia,Liberty,4.390972594,-0.311291957
11/26/2013,W 69 - 40,0.990954868,Virginia,Hampton,4.390972594,-0.212636352
11/29/2013,W 76 - 73,0.559306229,Virginia,SMU,4.390972594,1.961298963
11/30/2013,W 83 - 63,0.905911973,Virginia,Missouri St.,4.390972594,0.204654507
12/4/2013,L 38 - 48,0.128030586,Virginia,Wisconsin,4.390972594,3.498602318
12/7/2013,L 72 - 75,0.439108542,Virginia,Green Bay,4.390972594,0.788925564
12/21/2013,W 57 - 43,0.909641925,Virginia,UNI,4.390972594,0.440597846
12/23/2013,W 66 - 56,0.792801194,Virginia,Norfolk St.,4.390972594,-0.219660376
12/30/2013,L 52 - 87,0.011469601,Virginia,Tennessee,4.390972594,2.383059655
1/4/2014,W 62 - 50,0.853785901,Virginia,Florida St.,4.390972594,1.513677094
1/8/2014,W 74 - 51,0.958131294,Virginia,Wake Forest,4.390972594,0.637270508
1/11/2014,W 76 - 45,0.989556136,Virginia,North Carolina St.,4.390972594,1.286992694
1/13/2014,L 65 - 69,0.39537486,Virginia,Duke,4.390972594,3.832243441
1/18/2014,W 78 - 66,0.796251399,Virginia,Florida St.,4.390972594,1.513677094
1/20/2014,W 76 - 61,0.859380828,Virginia,North Carolina,4.390972594,2.403173905
1/25/2014,W 65 - 45,0.955333831,Virginia,Virginia Tech,4.390972594,0.203058138
1/28/2014,W 68 - 53,0.884464752,Virginia,Notre Dame,4.390972594,0.866828371
2/2/2014,W 48 - 45,0.61460276,Virginia,Pittsburgh,4.390972594,2.972439093
2/5/2014,W 77 - 67,0.753450205,Virginia,Boston College,4.390972594,0.406754823
2/8/2014,W 64 - 45,0.948899664,Virginia,Georgia Tech,4.390972594,0.524247582
2/10/2014,W 61 - 53,0.755781425,Virginia,Maryland,4.390972594,1.443117583
2/15/2014,W 63 - 58,0.652555017,Virginia,Clemson,4.390972594,1.432900822
2/18/2014,W 57 - 53,0.633159269,Virginia,Virginia Tech,4.390972594,0.203058138
2/22/2014,W 70 - 49,0.950578142,Virginia,Notre Dame,4.390972594,0.866828371
2/26/2014,W 65 - 40,0.984334204,Virginia,Miami (FL),4.390972594,0.871936752
3/1/2014,W 75 - 56,0.916822081,Virginia,Syracuse,4.390972594,3.316296978
3/9/2014,L 69 - 75 (1OT),0.345113764,Virginia,Maryland,4.390972594,1.443117583
3/14/2014,W 64 - 51,0.86693398,Virginia,Florida St.,4.390972594,1.513677094
3/15/2014,W 51 - 48,0.605091384,Virginia,Pittsburgh,4.390972594,2.972439093
3/16/2014,W 72 - 63,0.742819843,Virginia,Duke,4.390972594,3.832243441
11/11/2013,W 66 - 49,0.91999254,Wichita St.,Western Ky.,3.848526405,-0.008939666
11/14/2013,W 79 - 62,0.879336069,Wichita St.,William & Mary,3.848526405,0.02266844
11/16/2013,W 85 - 71,0.815087654,Wichita St.,Tennessee St.,3.848526405,-0.267551446
11/20/2013,W 77 - 54,0.95001865,Wichita St.,Tulsa,3.848526405,0.581397593
11/25/2013,W 90 - 72,0.861432301,Wichita St.,DePaul,3.848526405,0.248714291
11/26/2013,W 75 - 62,0.826650504,Wichita St.,BYU,3.848526405,1.218987375
12/1/2013,W 70 - 65,0.635210742,Wichita St.,Saint Louis,3.848526405,1.519104748
12/7/2013,W 71 - 58,0.8423163,Wichita St.,Oral Roberts,3.848526405,-0.011813131
12/14/2013,W 70 - 61,0.750839239,Wichita St.,Tennessee,3.848526405,2.383059655
12/17/2013,W 72 - 67,0.631387542,Wichita St.,Alabama,3.848526405,0.832027527
12/22/2013,W 77 - 66,0.775923163,Wichita St.,N.C. Central,3.848526405,0.332364028
12/29/2013,W 81 - 70,0.765292801,Wichita St.,Davidson,3.848526405,0.119727676
1/2/2014,W 82 - 67,0.841104066,Wichita St.,Southern Ill.,3.848526405,0.146865949
1/5/2014,W 67 - 53,0.871969414,Wichita St.,UNI,3.848526405,0.440597846
1/8/2014,W 66 - 47,0.943211488,Wichita St.,Illinois St.,3.848526405,0.161552544
1/11/2014,W 72 - 69 (1OT),0.563595673,Wichita St.,Missouri St.,3.848526405,0.204654507
1/14/2014,W 72 - 50,0.95384185,Wichita St.,Bradley,3.848526405,-0.059065653
1/18/2014,W 68 - 48,0.946848191,Wichita St.,Indiana St.,3.848526405,0.397815157
1/22/2014,W 70 - 55,0.877564342,Wichita St.,Illinois St.,3.848526405,0.161552544
1/25/2014,W 78 - 61,0.882133532,Wichita St.,Drake,3.848526405,0.013728773
1/28/2014,W 57 - 45,0.873927639,Wichita St.,Loyola Chicago,3.848526405,-0.12930589
2/1/2014,W 81 - 67,0.826370757,Wichita St.,Evansville,3.848526405,-0.005427655
2/5/2014,W 65 - 58,0.709157031,Wichita St.,Indiana St.,3.848526405,0.397815157
2/8/2014,W 82 - 73,0.714099217,Wichita St.,UNI,3.848526405,0.440597846
2/11/2014,W 78 - 67,0.774058187,Wichita St.,Southern Ill.,3.848526405,0.146865949
2/16/2014,W 84 - 68,0.851174935,Wichita St.,Evansville,3.848526405,-0.005427655
2/19/2014,W 88 - 74,0.805483029,Wichita St.,Loyola Chicago,3.848526405,-0.12930589
2/22/2014,W 83 - 54,0.973890339,Wichita St.,Drake,3.848526405,0.013728773
2/25/2014,W 69 - 49,0.944516971,Wichita St.,Bradley,3.848526405,-0.059065653
3/1/2014,W 68 - 45,0.969321149,Wichita St.,Missouri St.,3.848526405,0.204654507
3/7/2014,W 80 - 58,0.932208131,Wichita St.,Evansville,3.848526405,-0.005427655
3/8/2014,W 67 - 42,0.980324506,Wichita St.,Missouri St.,3.848526405,0.204654507
3/9/2014,W 83 - 69,0.819936591,Wichita St.,Indiana St.,3.848526405,0.397815157
11/8/2013,W 111 - 77,0.954681089,Duke,Davidson,3.832243441,0.119727676
11/12/2013,L 83 - 94,0.271074226,Duke,Kansas,3.832243441,3.482000081
11/15/2013,W 97 - 64,0.969600895,Duke,Fla. Atlantic,3.832243441,-0.060981296
11/18/2013,W 91 - 55,0.987038419,Duke,UNC Asheville,3.832243441,-0.222853114
11/19/2013,W 83 - 74,0.710649012,Duke,East Carolina,3.832243441,-0.07055951
11/24/2013,W 91 - 90,0.500652742,Duke,Vermont,3.832243441,0.330129111
11/27/2013,W 74 - 64,0.763800821,Duke,Alabama,3.832243441,0.832027527
11/29/2013,L 66 - 72,0.337840358,Duke,Arizona,3.832243441,4.999827734
12/3/2013,W 79 - 69,0.747109288,Duke,Michigan,3.832243441,2.668490434
12/16/2013,W 85 - 66,0.887262216,Duke,Gardner-Webb,3.832243441,-0.216148364
12/19/2013,W 80 - 63,0.875792615,Duke,UCLA,3.832243441,3.02926983
12/28/2013,W 82 - 59,0.937523312,Duke,Eastern Mich.,3.832243441,0.26372016
12/31/2013,W 86 - 48,0.994125326,Duke,Elon,3.832243441,-0.107914545
1/4/2014,L 77 - 79,0.473610593,Duke,Notre Dame,3.832243441,0.866828371
1/7/2014,W 79 - 57,0.935658336,Duke,Georgia Tech,3.832243441,0.524247582
1/11/2014,L 59 - 72,0.160854159,Duke,Clemson,3.832243441,1.432900822
1/13/2014,W 69 - 65,0.603692652,Duke,Virginia,3.832243441,4.390972594
1/18/2014,W 95 - 60,0.979485267,Duke,North Carolina St.,3.832243441,1.286992694
1/22/2014,W 67 - 46,0.959903021,Duke,Miami (FL),3.832243441,0.871936752
1/25/2014,W 78 - 56,0.938549049,Duke,Florida St.,3.832243441,1.513677094
1/27/2014,W 80 - 65,0.846978739,Duke,Pittsburgh,3.832243441,2.972439093
2/1/2014,L 89 - 91 (1OT),0.477900037,Duke,Syracuse,3.832243441,3.316296978
2/4/2014,W 83 - 63,0.905911973,Duke,Wake Forest,3.832243441,0.637270508
2/8/2014,W 89 - 68,0.901342783,Duke,Boston College,3.832243441,0.406754823
2/15/2014,W 69 - 67,0.534875047,Duke,Maryland,3.832243441,1.443117583
2/18/2014,W 68 - 51,0.912439388,Duke,Georgia Tech,3.832243441,0.524247582
2/20/2014,L 66 - 74,0.289350988,Duke,North Carolina,3.832243441,2.403173905
2/22/2014,W 66 - 60,0.674188736,Duke,Syracuse,3.832243441,3.316296978
2/25/2014,W 66 - 48,0.92997016,Duke,Virginia Tech,3.832243441,0.203058138
3/5/2014,L 72 - 82,0.260723611,Duke,Wake Forest,3.832243441,0.637270508
3/8/2014,W 93 - 81,0.751678478,Duke,North Carolina,3.832243441,2.403173905
3/14/2014,W 63 - 62,0.516411787,Duke,Clemson,3.832243441,1.432900822
3/15/2014,W 75 - 67,0.706266319,Duke,North Carolina St.,3.832243441,1.286992694
3/16/2014,L 63 - 72,0.254289444,Duke,Virginia,3.832243441,4.390972594
11/8/2013,W 98 - 56,0.992167102,Michigan St.,McNeese St.,3.527656234,-0.355032467
11/12/2013,W 78 - 74,0.58923909,Michigan St.,Kentucky,3.527656234,2.85877762
11/15/2013,W 62 - 53,0.782264081,Michigan St.,Columbia,3.527656234,0.175281317
11/18/2013,W 82 - 67,0.841104066,Michigan St.,Portland,3.527656234,0.439320751
11/22/2013,W 96 - 77,0.861152555,Michigan St.,Virginia Tech,3.527656234,0.203058138
11/23/2013,W 87 - 76,0.745803805,Michigan St.,Oklahoma,3.527656234,2.108164912
11/29/2013,W 98 - 65,0.968761656,Michigan St.,Mt. St. Mary's,3.527656234,-0.147504496
12/4/2013,L 65 - 79,0.165236852,Michigan St.,North Carolina,3.527656234,2.403173905
12/14/2013,W 67 - 63,0.607888847,Michigan St.,Oakland,3.527656234,0.003192738
12/17/2013,W 78 - 48,0.984334204,Michigan St.,North Florida,3.527656234,-0.188371543
12/21/2013,W 92 - 78,0.794572921,Michigan St.,Texas,3.527656234,1.72503635
12/28/2013,W 101 - 48,0.999160761,Michigan St.,New Orleans,3.527656234,-0.382809288
12/31/2013,W 79 - 63,0.865162253,Michigan St.,Penn St.,3.527656234,0.806804897
1/4/2014,W 73 - 56,0.897333085,Michigan St.,Indiana,3.527656234,1.287950516
1/7/2014,W 72 - 68 (1OT),0.598377471,Michigan St.,Ohio St.,3.527656234,3.000535188
1/11/2014,W 87 - 75 (1OT),0.768649758,Michigan St.,Minnesota,3.527656234,1.415021489
1/15/2014,W 54 - 40,0.921018277,Michigan St.,Northwestern,3.527656234,0.525524677
1/18/2014,W 78 - 62,0.86842596,Michigan St.,Illinois,3.527656234,1.234631791
1/21/2014,W 71 - 66,0.633439015,Michigan St.,Indiana,3.527656234,1.287950516
1/25/2014,L 75 - 80,0.383532264,Michigan St.,Michigan,3.527656234,2.668490434
1/28/2014,W 71 - 69 (1OT),0.531704588,Michigan St.,Iowa,3.527656234,2.479799617
2/1/2014,L 60 - 64,0.383532264,Michigan St.,Georgetown,3.527656234,1.220903017
2/6/2014,W 82 - 67,0.841104066,Michigan St.,Penn St.,3.527656234,0.806804897
2/9/2014,L 58 - 60,0.452909362,Michigan St.,Wisconsin,3.527656234,3.498602318
2/13/2014,W 85 - 70,0.832804924,Michigan St.,Northwestern,3.527656234,0.525524677
2/16/2014,L 51 - 60,0.20925028,Michigan St.,Nebraska,3.527656234,1.418533501
2/20/2014,W 94 - 79,0.807161507,Michigan St.,Purdue,3.527656234,0.837455182
2/23/2014,L 70 - 79,0.276669153,Michigan St.,Michigan,3.527656234,2.668490434
3/1/2014,L 46 - 53,0.242167102,Michigan St.,Illinois,3.527656234,1.234631791
3/6/2014,W 86 - 76,0.726874301,Michigan St.,Iowa,3.527656234,2.479799617
3/9/2014,L 67 - 69,0.46381947,Michigan St.,Ohio St.,3.527656234,3.000535188
3/14/2014,W 67 - 51,0.904046997,Michigan St.,Northwestern,3.527656234,0.525524677
3/15/2014,W 83 - 75,0.686963819,Michigan St.,Wisconsin,3.527656234,3.498602318
3/16/2014,W 69 - 55,0.866467736,Michigan St.,Michigan,3.527656234,2.668490434
11/8/2013,W 86 - 75,0.749906751,Wisconsin,St. John's (NY),3.498602318,1.609459234
11/12/2013,W 59 - 53,0.698246923,Wisconsin,Florida,3.498602318,4.828377702
11/16/2013,W 69 - 66,0.568537859,Wisconsin,Green Bay,3.498602318,0.788925564
11/19/2013,W 103 - 85,0.830566953,Wisconsin,North Dakota,3.498602318,-0.134733544
11/21/2013,W 88 - 64,0.92997016,Wisconsin,Bowling Green,3.498602318,-0.103444712
11/23/2013,W 76 - 67,0.730231257,Wisconsin,Oral Roberts,3.498602318,-0.011813131
11/26/2013,W 63 - 57,0.68537859,Wisconsin,Saint Louis,3.498602318,1.519104748
11/27/2013,W 70 - 63,0.693677732,Wisconsin,West Virginia,3.498602318,1.113946294
12/4/2013,W 48 - 38,0.871316673,Wisconsin,Virginia,3.498602318,4.390972594
12/7/2013,W 70 - 64,0.665609847,Wisconsin,Marquette,3.498602318,1.008585939
12/11/2013,W 78 - 52,0.967362924,Wisconsin,Milwaukee,3.498602318,0.144311758
12/14/2013,W 86 - 61,0.944889966,Wisconsin,Eastern Ky.,3.498602318,0.116215664
12/28/2013,W 80 - 43,0.996363297,Wisconsin,Prairie View,3.498602318,-0.37706236
1/2/2014,W 76 - 49,0.975475569,Wisconsin,Northwestern,3.498602318,0.525524677
1/5/2014,W 75 - 71,0.593155539,Wisconsin,Iowa,3.498602318,2.479799617
1/8/2014,W 95 - 70,0.923349496,Wisconsin,Illinois,3.498602318,1.234631791
1/14/2014,L 72 - 75,0.439108542,Wisconsin,Indiana,3.498602318,1.287950516
1/18/2014,L 70 - 77,0.322827303,Wisconsin,Michigan,3.498602318,2.668490434
1/22/2014,L 68 - 81,0.191253264,Wisconsin,Minnesota,3.498602318,1.415021489
1/25/2014,W 72 - 58,0.854811637,Wisconsin,Purdue,3.498602318,0.837455182
1/29/2014,L 56 - 65,0.230324506,Wisconsin,Northwestern,3.498602318,0.525524677
2/1/2014,L 58 - 59,0.481070496,Wisconsin,Ohio St.,3.498602318,3.000535188
2/4/2014,W 75 - 63,0.807348004,Wisconsin,Illinois,3.498602318,1.234631791
2/9/2014,W 60 - 58,0.546251399,Wisconsin,Michigan St.,3.498602318,3.527656234
2/13/2014,W 78 - 70,0.698899664,Wisconsin,Minnesota,3.498602318,1.415021489
2/16/2014,W 75 - 62,0.826650504,Wisconsin,Michigan,3.498602318,2.668490434
2/22/2014,W 79 - 74,0.616747482,Wisconsin,Iowa,3.498602318,2.479799617
2/25/2014,W 69 - 58,0.806322268,Wisconsin,Indiana,3.498602318,1.287950516
3/2/2014,W 71 - 66,0.633439015,Wisconsin,Penn St.,3.498602318,0.806804897
3/5/2014,W 76 - 70,0.651063036,Wisconsin,Purdue,3.498602318,0.837455182
3/9/2014,L 68 - 77,0.271260724,Wisconsin,Nebraska,3.498602318,1.418533501
3/14/2014,W 83 - 57,0.959623275,Wisconsin,Minnesota,3.498602318,1.415021489
3/15/2014,L 75 - 83,0.312196941,Wisconsin,Michigan St.,3.498602318,3.527656234
11/8/2013,W 80 - 63,0.875792615,Kansas,La.-Monroe,3.482000081,-0.252545577
11/12/2013,W 94 - 83,0.728739276,Kansas,Duke,3.482000081,3.832243441
11/19/2013,W 86 - 66,0.896587094,Kansas,Iona,3.482000081,0.428146168
11/22/2013,W 88 - 58,0.969880642,Kansas,Towson,3.482000081,0.112384378
11/28/2013,W 87 - 78,0.70076464,Kansas,Wake Forest,3.482000081,0.637270508
11/29/2013,L 59 - 63,0.381480791,Kansas,Villanova,3.482000081,3.349182179
11/30/2013,W 67 - 63,0.607888847,Kansas,UTEP,3.482000081,0.673029174
12/7/2013,L 72 - 75,0.439108542,Kansas,Colorado,3.482000081,1.215794637
12/10/2013,L 61 - 67,0.326743752,Kansas,Florida,3.482000081,4.828377702
12/14/2013,W 80 - 63,0.875792615,Kansas,New Mexico,3.482000081,1.793360944
12/21/2013,W 86 - 64,0.918407311,Kansas,Georgetown,3.482000081,1.220903017
12/30/2013,W 93 - 83,0.708970533,Kansas,Toledo,3.482000081,0.417929406
1/5/2014,L 57 - 61,0.377471093,Kansas,San Diego St.,3.482000081,1.999931093
1/8/2014,W 90 - 83,0.648731816,Kansas,Oklahoma,3.482000081,2.108164912
1/11/2014,W 86 - 60,0.952256621,Kansas,Kansas St.,3.482000081,1.549116486
1/13/2014,W 77 - 70,0.674188736,Kansas,Iowa St.,3.482000081,2.563449353
1/18/2014,W 80 - 78,0.525177173,Kansas,Oklahoma St.,3.482000081,2.502787331
1/20/2014,W 78 - 68,0.750093249,Kansas,Baylor,3.482000081,1.857854252
1/25/2014,W 91 - 69,0.90693771,Kansas,TCU,3.482000081,-0.067047498
1/29/2014,W 92 - 81,0.733308467,Kansas,Iowa St.,3.482000081,2.563449353
2/1/2014,L 69 - 81,0.212700485,Kansas,Texas,3.482000081,1.72503635
2/4/2014,W 69 - 52,0.910108169,Kansas,Baylor,3.482000081,1.857854252
2/8/2014,W 83 - 69,0.819936591,Kansas,West Virginia,3.482000081,1.113946294
2/10/2014,L 82 - 85 (1OT),0.449272659,Kansas,Kansas St.,3.482000081,1.549116486
2/15/2014,W 95 - 65,0.961115256,Kansas,TCU,3.482000081,-0.067047498
2/18/2014,W 64 - 63,0.515665796,Kansas,Texas Tech,3.482000081,0.789564111
2/22/2014,W 85 - 54,0.978179784,Kansas,Texas,3.482000081,1.72503635
2/24/2014,W 83 - 75,0.686963819,Kansas,Oklahoma,3.482000081,2.108164912
3/1/2014,L 65 - 72,0.310331966,Kansas,Oklahoma St.,3.482000081,2.502787331
3/5/2014,W 82 - 57,0.953748601,Kansas,Texas Tech,3.482000081,0.789564111
3/8/2014,L 86 - 92,0.378310332,Kansas,West Virginia,3.482000081,1.113946294
3/13/2014,W 77 - 70 (1OT),0.674188736,Kansas,Oklahoma St.,3.482000081,2.502787331
3/14/2014,L 83 - 94,0.271074226,Kansas,Iowa St.,3.482000081,2.563449353
11/8/2013,W 75 - 59,0.877004849,Villanova,Lafayette,3.349182179,-0.177835508
11/13/2013,W 90 - 59,0.97155912,Villanova,Mt. St. Mary's,3.349182179,-0.147504496
11/17/2013,W 78 - 44,0.993286087,Villanova,Towson,3.349182179,0.112384378
11/22/2013,W 84 - 80,0.579168221,Villanova,Delaware,3.349182179,0.397815157
11/28/2013,W 94 - 79,0.807161507,Villanova,Southern California,3.349182179,0.212955626
11/29/2013,W 63 - 59,0.61767997,Villanova,Kansas,3.349182179,3.482000081
11/30/2013,W 88 - 83 (1OT),0.60154793,Villanova,Iowa,3.349182179,2.479799617
12/4/2013,W 77 - 54,0.95001865,Villanova,Penn,3.349182179,-0.257973232
12/7/2013,W 98 - 68,0.95458784,Villanova,Saint Joseph's,3.349182179,1.176204685
